"Data";"Instituição";"Numero";"Modalidade";"Objeto";"Data/Hora Realização";"Valor Referência";"Situação";"Aviso";"Anexos";"Vencedores \ Contratos"
"22/09/2021";"FMS";"004/2021";"Inexigibilidade";"Prestação de serviços de assistência à saúde aos usuários do SUS em Lagarto, cujo contratado compromete-se a executar os procedimentos de exames de diagnóstico em laboratório clínico elencados no grupo: 02 (sub-grupo 02,03), conforme consta nos Anexos do Edital de Chamamento nº. 03/2021.";"22/09/2021 00:00";"360.000,00";"Concluído";"";"";""
"03/09/2021";"PML";"019/2021";"Pregão Eletrônico";"contratações de empresa especializada para prestação dos SERVIÇOS DE DESINSETIZAÇÃO, DESRATIZAÇÃO,DESCUPINAÇÃO, DESALOJAMENTO, SANITAZIÇÃO, LIMPEZA DE FOSSA SÉPTICA e LIMPEZA DAS CAIXAS D'ÁGUA COM O FORNECIMENTO DE MÃO DE OBRA, TODOS OS INSUMOS, MATERIAIS, EQUIPAMENTOS NECESSÁRIOS A SEREM EXECUTADOS NOS PRÉDIOS PÚBLICOS OU IMOVEIS A DISPOSIÇÃO DO MUNICÍPIO DE LAGARTO.";"21/09/2021 09:00";"533.664,84";"Concluído";"";"";""
"03/09/2021";"FMAS";"007/2021";"Pregão Eletrônico";"contratação de empresa para fornecimento parcelado de EPI´S  para atender as demandas  do FMAS de Lagarto, conforme especificações mínimas, e demais condições constantes neste Termo de Referência.";"20/09/2021 09:00";"42.547,10";"Em Andamento";"";"";""
"17/09/2021";"PML";"020/2021";"Dispensa";"Locação de um imóvel, situado na AVENIDA BRASÍLIA, POVOADO LIMOEIRO, ZONA RURAL, S/N, NESTE MUNICÍPIO PARA O FUNCIONAMENTO DO GALPÃO DE TRIAGEM DA COOPERATIVA DE CATADORES DE MATERIAIS RECICLÁVEIS DA CIDADE DE LAGARTO, conforme Laudo de Vistoria Técnica e parecer técnico.";"17/09/2021 09:00";"50.400,00";"Concluído";"";"";""
"03/09/2021";"PML";"009/2021";"Cotação de Preço";"PREFEITURA MUNICIPAL DE LAGARTO
AVISO DE COTAÇÃO DE PREÇOS - DISPENSA 
LOCATÁRIO: PREFEITURA MUNICIPAL DE LAGARTO 

OBJETO: Contratação de empresa especializada para fornecimento de DOCES 

EMAIL PARA CONTATO :
compras.pml@lagarto.se.gov.br 
                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                          



BASE LEGAL: Artigo 24, Inciso II da Lei n.º 8.666/93.

Lagarto/SE, 03 de Setembro de 2021.


Geremias Monteiro de Carvalho Neto
Departamento de compras";"15/09/2021 00:00";"0,00";"Em Andamento";"";"";""
"13/09/2021";"PML";"019/2021";"Dispensa";"Locação de um imóvel, situado na Rua Ascendino Garcez, nº 285, centro, neste município, para o funcionamento do deposito do departamento de patrimônio da Prefeitura de Lagarto.";"13/09/2021 08:00";"42.000,00";"Concluído";"";"";""
"05/08/2021";"PML";"005/2021";"Concorrência";"Contratação de empresa especializada, no ramo de engenharia, para IMPLANTAÇÃO DE PAVIMENTAÇÃO EM DIVERSAS VIAS PÚBLICAS URBANAS “LOIOLA II”, situado no município de Lagarto, Estado do Sergipe, conforme contrato de repasse Nº 785043/2013, de acordo com o Projeto Básico e Especificações apresentadas, convertido em Anexo I deste instrumento.";"09/09/2021 09:00";"1.081.590,22";"Concluído";"";"";""
"21/05/2021";"PML";"001/2021";"Concorrência";"CONTRATAÇÃO DE EMPRESA ESPECIALIZADA EM SERVIÇOS DE RECAPEAMENTO ASFALTICO DRENAGEM E MANUTENÇÃO/CONSERVAÇÃO DE RUAS NO MUNICIPIO DE LAGARTO-SE, DE ACORDO COM O PROJETO BÁSICO E ESPECIFICAÇÕES APRESENTADAS, CONVERTIDO EM ANEXO I DESTE INSTRUMENTO";"02/09/2021 09:00";"6.455.499,81";"Concluído";"";"";""
"02/09/2021";"FMS";"003/2021";"Inexigibilidade";"Prestação de serviços de assistência à saúde aos usuários do SUS em Lagarto, cujo contratado compromete-se a executar os procedimentos de exames de Tomografia Computadorizada e Ressonância Magnética, de acordo com a tabela IPES, editados pelo Estado de Sergipe, conforme consta nos Anexos do Edital de Chamamento nº. 02/2021.";"02/09/2021 00:00";"220.159,07";"Concluído";"";"";""
"27/08/2021";"PML";"015/2021";"Dispensa";"Contratação de empresa especializada na aquisição de materiais para manutenção da câmara frigorifica do Mercado Municipal José Correia Sobrinho";"27/08/2021 09:00";"8.000,00";"Concluído";"";"";""
"09/06/2021";"FMAS";"005/2021";"Pregão Eletrônico";"eventual contratação de empresa para fornecimento parcelado de materiais de  copa e cozinha para atender as demandas do Fundo Municipal de Assistência Social, Prefeitura Municipal de Lagarto e demais secretarias, do município de Lagarto, conforme especificações mínimas, e demais condições constantes neste Termo de Referência, que integrará o Sistema de Registro de Preços, nos termos dos Decretos Municipais n° 479/2017

";"27/08/2021 09:00";"286.667,85";"Concluído";"";"";""
"28/07/2021";"PML";"004/2021";"Concorrência";"Contratação de empresa especializada, no ramo de engenharia, para IMPLANTAÇÃO DE PAVIMENTAÇÃO EM PARALELEPIPEDO EM DIVERSAS RUAS NO BAIRRO JARDIM CAMPO NOVO em Lagarto/SE, com localização em diversos bairros, situado no município de lagarto, Estado de Sergipe, conforme contrato de repasse MCIDADES no. 1.060.198-74/2018, SICONV no. 874796/2018, de acordo com o Projeto Básico e Especificações apresentadas.";"27/08/2021 09:00";"819.652,61";"Concluído";"";"";""
"12/08/2021";"FMS";"003/2021";"Chamamento";"Chamamento de pessoas jurídicas prestadoras de Serviços de Saúde que serão prestados aos usuários SUS, nas áreas de exames laboratoriais (anatomia patológica e citopatologia) conforme procedimentos descritos nos anexos do Edital, de acordo com a tabela SUS, editados pelo Ministério da Saúde (MS).";"27/08/2021 09:00";"360.000,00";"Em Andamento";"";"";""
"24/08/2021";"PML";"016/2021";"Dispensa";"Locação de um imóvel, situado na Avenida Dr. João Almeida Rocha, 3748, neste município, para o funcionamento do anexo da Escola Municipal Manoel de Paula da Cidade de Lagarto.";"24/08/2021 08:00";"12.000,00";"Concluído";"";"";""
"23/08/2021";"PML";"018/2021";"Dispensa";"Locação de um imóvel, situado na Rua Ascendino Garcez, nº 340, centro, neste município, para o funcionamento do Centro Logístico da Secretária Municipal de Educação.";"23/08/2021 09:00";"111.600,00";"Concluído";"";"";""
"05/08/2021";"FMS";"023/2021";"Pregão Eletrônico";"Registro de Preços para futuro fornecimento parcelado de leites destinados ao atendimento dos usuários que necessitam de leite especial, destinados às pessoas de vulnerabilidade social portadores de alguma patologia, para dieta ou suporte nutricional, conforme especificações constantes no Anexo I, Termo de Referência. 
O certame será realizado através do site www.portaldecompraspublicas.com.br,";"19/08/2021 08:30";"225.550,75";"Concluído";"";"";""
"30/07/2021";"PML";"002/2021";"Tomada de Preços";"Contratação de empresa especializada, no ramo
de engenharia, para CONSTRUÇÃO E IMPLANTAÇÃO DO PARQUE LINEAR DO LOIOLA, no
Município de Lagarto/SE, de acordo com o Projeto Básico e Especificações apresentadas,
convertido em Anexo I deste instrumento.
";"18/08/2021 09:00";"232.355,70";"Anulado";"";"";""
"03/08/2021";"FMS";"022/2021";"Pregão Eletrônico";"Registro de preços visando futuro fornecimento de materiais permanentes tipo mobiliário e equipamentos e eletro eletrônicos para atender as demandas dos programas do Fundo Municipal de Saúde, Fundo Municipal de Assistência Social e Prefeitura, conforme Anexo I - Termo de Referência. 
O certame será realizado através do site www.portaldecompraspublicas.com.br,";"17/08/2021 08:30";"1.849.909,21";"Concluído";"";"";""
"23/07/2021";"PML";"017/2021";"Pregão Presencial";"REGISTRO DE PREÇOS VISANDO EVENTUAL CONTRATAÇÃO DE SERVIÇOS PERFURAÇÃO DE POÇOS ARTESIANOS, para atender as necessidades da Secretaria de Obras, conforme especificações e quantidades estabelecidas neste termo de referência, em conformidade com a Lei nº. 10.520/02 e Decretos Municipal nº. 478 e 479/2017";"04/08/2021 09:00";"1.385.029,55";"Concluído";"";"";""
"02/08/2021";"FMS";"011/2021";"Dispensa";"Constitui-se objeto do presente contrato, Locação do imóvel situado a Rua Antonio M. de C. Neto, nº 27, Centro, Lagarto/SE, onde funcionará o anexo do Centro de Atenção Psicossocial-CAPS II Aconchego, conforme Laudo de Vistoria Técnica.";"02/08/2021 00:00";"26.400,00";"Concluído";"";"";""
"30/06/2021";"PML";"003/2021";"Concorrência";"CONTRATAÇÃO DE EMPRESA ESPECIALIZADA EM SERVIÇOS DE REFORMA, MANUTENÇÃO E REURBANIZAÇÃO EM PRAÇAS PÚBLICAS NO MUNICIPIO DE LAGARTO-SE, DE ACORDO COM O PROJETO BÁSICO E ESPECIFICAÇÕES APRESENTADAS, CONVERTIDO EM ANEXO I DESTE INSTRUMENTO.";"30/07/2021 09:00";"4.397.766,52";"Concluído";"";"";""
"14/07/2021";"FMS";"002/2021";"Chamamento";"Chamamento de pessoas jurídicas prestadoras de Serviços de Saúde que serão prestados aos usuários SUS, nas áreas de exames de Tomografia Computadorizada e Ressonância Magnética, de acordo com a tabela IPES, editada pelo Estado de Sergipe.";"29/07/2021 09:00";"220.159,07";"Em Andamento";"";"";""
"21/07/2021";"PML";"008/2021";"Cotação de Preço";"PREFEITURA MUNICIPAL DE LAGARTO
AVISO DE COTAÇÃO DE PREÇOS - DISPENSA 
LOCATÁRIO: PREFEITURA MUNICIPAL DE LAGARTO 

OBJETO: Contratação de empresa especializada para fornecimento de LAVAGEM DE VEICULOS

EMAIL PARA CONTATO :
compras.pml@lagarto.se.gov.br 




BASE LEGAL: Artigo 24, Inciso II da Lei n.º 8.666/93.

Lagarto/SE, 21 de JULHO de 2021.


Geremias Monteiro de Carvalho Neto
Departamento de compras
";"26/07/2021 08:00";"0,00";"Em Andamento";"";"";""
"06/07/2021";"FMS";"021/2021";"Pregão Eletrônico";"Registro de Preços para futuro fornecimento parcelado de medicamentos, para atender a farmácia básica e o Centro de Zoonoses para uso veterinário e demais programas do Fundo Municipal de Saúde, tendo em vista itens fracassados e desertos dos Pregões nºs 12, 16 e 18/2021, conforme Anexo I - Termo de Referência, parte integrante do Edital. 
O certame será realizado através do site www.portaldecompraspublicas.com.br,";"22/07/2021 08:30";"3.508.858,55";"Concluído";"";"";""
"16/07/2021";"PML";"006/2021";"Cotação de Preço";"PREFEITURA MUNICIPAL DE LAGARTO
AVISO DE COTAÇÃO DE PREÇOS - DISPENSA 
LOCATÁRIO: PREFEITURA MUNICIPAL DE LAGARTO 

OBJETO: Contratação de empresa especializada para fornecimento de SERVIÇO DE ESTOFADO DE LONGARINAS E CADEIRAS.

EMAIL PARA CONTATO :
compras.pml@lagarto.se.gov.br 




BASE LEGAL: Artigo 24, Inciso II da Lei n.º 8.666/93.

Lagarto/SE, 16 de JULHO de 2021.


Geremias Monteiro de Carvalho Neto
Departamento de compras
";"22/07/2021 08:00";"0,00";"Em Andamento";"";"";""
"15/07/2021";"PML";"004/2021";"Cotação de Preço";"PREFEITURA MUNICIPAL DE LAGARTO
AVISO DE COTAÇÃO DE PREÇOS - DISPENSA 
LOCATÁRIO: PREFEITURA MUNICIPAL DE LAGARTO 

OBJETO: Contratação de empresa especializada para fornecimento de ferragens para conserto de porta.

EMAIL PARA CONTATO :
compras.pml@lagarto.se.gov.br 




BASE LEGAL: Artigo 24, Inciso II da Lei n.º 8.666/93.

Lagarto/SE, 15 de JULHO de 2021.


Geremias Monteiro de Carvalho Neto
Departamento de compras
";"22/07/2021 08:00";"0,00";"Em Andamento";"";"";""
"16/07/2021";"PML";"007/2021";"Cotação de Preço";"PREFEITURA MUNICIPAL DE LAGARTO
AVISO DE COTAÇÃO DE PREÇOS - DISPENSA 
LOCATÁRIO: PREFEITURA MUNICIPAL DE LAGARTO 

OBJETO: Contratação de empresa especializada para fornecimento de ITENS PARA PORTÃO DE FERRO DE ENROLAR.

EMAIL PARA CONTATO :
compras.pml@lagarto.se.gov.br 




BASE LEGAL: Artigo 24, Inciso II da Lei n.º 8.666/93.

Lagarto/SE, 16 de JULHO de 2021.


Geremias Monteiro de Carvalho Neto
Departamento de compras
";"20/07/2021 08:00";"0,00";"Em Andamento";"";"";""
"16/07/2021";"PML";"005/2021";"Cotação de Preço";"PREFEITURA MUNICIPAL DE LAGARTO
AVISO DE COTAÇÃO DE PREÇOS - DISPENSA 
LOCATÁRIO: PREFEITURA MUNICIPAL DE LAGARTO 

OBJETO: Contratação de empresa especializada para fornecimento de COMPUTADOR DESKTOP CPU INTEL CORE I3, MEMORIA DE 4GB, HD 1TB, WINDOWS 10 PROFISSIONAL COM TECLADO E MOUSE

EMAIL PARA CONTATO :
compras.pml@lagarto.se.gov.br 




BASE LEGAL: Artigo 24, Inciso II da Lei n.º 8.666/93.

Lagarto/SE, 16 de JULHO de 2021.


Geremias Monteiro de Carvalho Neto
Departamento de compras
";"19/07/2021 08:00";"0,00";"Em Andamento";"";"";""
"12/07/2021";"PML";"003/2021";"Cotação de Preço";"PREFEITURA MUNICIPAL DE LAGARTO
AVISO DE COTAÇÃO DE PREÇOS - DISPENSA 
LOCATÁRIO: PREFEITURA MUNICIPAL DE LAGARTO 

OBJETO: Contratação de empresa especializada para FORNECIMENTO DE TUBOS DE CONCRETO.

EMAIL PARA CONTATO :
compras.pml@lagarto.se.gov.br 




BASE LEGAL: Artigo 24, Inciso II da Lei n.º 8.666/93.

Lagarto/SE, 12 de JULHO de 2021.


Geremias Monteiro de Carvalho Neto
Departamento de compras
";"16/07/2021 08:00";"0,00";"Em Andamento";"";"";""
"06/07/2021";"PML";"002/2021";"Cotação de Preço";"PREFEITURA MUNICIPAL DE LAGARTO
AVISO DE COTAÇÃO DE PREÇOS - DISPENSA 
LOCATÁRIO: PREFEITURA MUNICIPAL DE LAGARTO 

OBJETO: Contratação de empresa especializada para FORNECIMENTO DE LÂMINA 3/4, PARAFUSO 3/4 e PORCAS PARA PARAFUSO 3/4 PARA MOTO NIVELADORA.

EMAIL PARA CONTATO :
compras.pml@lagarto.se.gov.br 




BASE LEGAL: Artigo 24, Inciso II da Lei n.º 8.666/93.

Lagarto/SE, 06 de JULHO de 2021.


Geremias Monteiro de Carvalho Neto
Departamento de compras
";"16/07/2021 08:00";"0,00";"Em Andamento";"";"";""
"01/07/2021";"FMAS";"006/2021";"Pregão Presencial";"Contratação de Pessoa Jurídica para AQUISIÇÕES DE KITS DE ENXOVAL, atendendo as demandas do Fundo de Municipal de Assistência Social, conforme especificação constante do Anexo I - Termo de Referência, nos termos dos Decreto Municipal nº 478/2017.";"13/07/2021 09:00";"75.435,00";"Concluído";"";"";""
"09/06/2021";"PML";"002/2021";"Concorrência";": CONTRATAÇÃO DE EMPRESA ESPECIALIZADA, NO RAMO DE ENGENHARIA, PARA FINALIZAÇÃO DOS SERVIÇOS DE MANUTENÇÃO DE PRÉDIOS PÚBLICOS DO MUNICÍPIO DE LAGARTO/SE, DE ACORDO COM O PROJETO BÁSICO E ESPECIFICAÇÕES APRESENTADAS, CONVERTIDO EM ANEXO I DESTE INSTRUMENTO.";"09/07/2021 09:00";"5.866.648,00";"Concluído";"";"";""
"06/07/2021";"PML";"001/2021";"Cotação de Preço";"PREFEITURA MUNICIPAL DE LAGARTO
AVISO DE COTAÇÃO DE PREÇOS - DISPENSA DE LICITAÇÃO
PREFEITURA MUNICIPAL DE LAGARTO 

OBJETO: Contratação de empresa especializada para fornecimento de materiais EPI.

EMAIL PARA CONTATO :
compras.pml@lagarto.se.gov.br 




BASE LEGAL: Artigo 24, Inciso II da Lei n.º 8.666/93.

Lagarto/SE, 06 de JULHO de 2021.


Geremias Monteiro de Carvalho Neto
Departamento de compras
";"09/07/2021 08:00";"0,00";"Em Andamento";"";"";""
"17/06/2021";"FMS";"020/2021";"Pregão Eletrônico";"Registro de Preços para futuro fornecimento parcelado de produtos médico-hospitalar para atender as demandas dos programas do Fundo Municipal de Saúde, tendo em vista itens fracassados e desertos do pregão 15/2021, conforme Anexo I - Termo de Referência, parte integrante do Edital. 
O certame será realizado através do site www.portaldecompraspublicas.com.br,";"06/07/2021 08:30";"1.950.952,75";"Concluído";"";"";""
"05/07/2021";"FMS";"010/2021";"Dispensa";"Constitui-se objeto do presente contrato, Locação de imóvel situado na Estrada do Povoado Candeal da Tapera nº 867, neste município, onde funcionará um ponto de apoio da Unidade Básica da Saúde Alcino Correia dos Santos, conforme Laudo de Vistoria Técnica.";"05/07/2021 00:00";"5.400,00";"Concluído";"";"";""
"17/06/2021";"PML";"015/2021";"Pregão Eletrônico";"contratação de empresa para fornecimento de materiais de expediente para atender as demandas do Fundo Municipal de Assistência Social, Fundo Municipal de Saúde, Prefeitura Municipal de Lagarto e demais secretarias, do município de Lagarto, conforme especificações mínimas, e demais condições constantes neste Termo de Referência.";"02/07/2021 09:00";"666.634,10";"Concluído";"";"";""
"02/07/2021";"FMS";"009/2021";"Dispensa";"Contratação de empresa especializada em locação de tendas, para atender as demandas do Fundo Municipal de Saúde durante o período de 04 (quatro) meses.";"02/07/2021 00:00";"16.800,00";"Concluído";"";"";""
"30/06/2021";"PML";"010/2021";"Dispensa";"Contratação de empresa especializada no serviço de MANUTENÇÃO PREVENTIVA E CORRETIVA  dos conjuntos semafóricos  dos 7 cruzamentos  da cidade, conforme especificação constante no projeto básico";"30/06/2021 08:00";"16.800,00";"Concluído";"";"";""
"09/06/2021";"PML";"014/2021";"Pregão Eletrônico";"futuras contratações de empresa especializada no fornecimento de gás, para atender as demandas das Secretarias, conforme especificações constantes nesse Termo de Referência que integrará o Sistema de Registro de Preços, nos termos dos Decretos Municipais n°479/2017, Leis nº. 10.520/02, 8.666/1993 e Decreto municipal  nº.707/2020.";"21/06/2021 09:00";"145.885,05";"Concluído";"";"";""
"08/06/2021";"FMS";"019/2021";"Pregão Eletrônico";"Registro de preços visando futura prestação de serviços de confecção de fardamentos parcelado de fardamentos (camisas, bonés, bolsas, bandeiras, coletes, jalecos, conjuntos) destinados aos servidores para atender as demandas dos programas do Fundo Municipal de Saúde, Fundo Municipal de Assistência Social e Prefeitura, conforme Anexo I - Termo de Referência, parte integrante do Edital que integração o sistema de Registro de Preços, nos termos dos Decretos Municipais n°479/2017.";"21/06/2021 08:30";"1.344.202,88";"Concluído";"";"";""
"31/05/2021";"PML";"001/2021";"Tomada de Preços";"Contratação de empresa especializada, no ramo de engenharia, para revitalização do mercado municipal João Damascena de Gois, localizado no Povoado Brasília, Município de Lagarto/SE; e LOTE 02 – Contratação de empresa especializada, no ramo de engenharia, para reforma e revitalização do mercado municipal do Povoado Jenipapo, no Município de Lagarto/SE, de acordo com o Projeto Básico e Especificações apresentadas, convertido em Anexo I deste instrumento. ";"15/06/2021 14:00";"546.265,65";"Concluído";"";"";""
"20/05/2021";"PML";"012/2021";"Pregão Eletrônico";":  Contratação de empresa especializada para prestação de serviços de manutenção preventiva e corretiva da frota de veículos automotivos (tipos: passeios/leves, médios, pesados e máquinas pesadas: microônibus, ônibus, caminhão cabine fechada, van, caminhonete cabine aberta, motoniveladora, caçambas, retroescavadeira e motocicletas) da Prefeitura Municipal de Lagarto, Secretaria Municipal de Assistência Social, Secretaria Municipal de Saúde, Secretaria Municipal de Educação e Secretaria Municipal de Obras, conforme especificações técnicas detalhadas constantes deste edital e seus anexos,  Decretos municipal  nº. 479/20217 e 707/2020. ";"15/06/2021 09:00";"6.856.437,41";"Concluído";"";"";""
"14/06/2021";"FMAS";"004/2021";"Dispensa";"locação de um imóvel, situado na Rua Jonas Loiola, nº 229, Centro, neste município, para o funcionamento do CRAS-, conforme Laudo de Vistoria Técnica, relação de bens levantados e locados ao município e parecer técnico.";"14/06/2021 08:00";"14.400,00";"Concluído";"";"";""
"14/06/2021";"FMAS";"003/2021";"Dispensa";"Contratação do Serviço Nacional de Aprendizagem Comercial Sergipe (SENAC/SE), para ministrar 10 (dez) cursos profissionalizantes (assistente administrativo, básico de escova (escovista), camareira em meios de hospedagem, culinária trivial, design de sobrancelhas, maquiagem social, preparo de bolos e tortas, preparo de doces e salgados, técnicas básicas de garçom, técnicas de manicure e pedicure), com objetivo de promover geração de emprego e renda, desenvolvimento social e econômico sustentável de famílias beneficiárias do programa bolsa família (PBF) e pessoas inscritas no CADÚNICO, no município de Lagarto/Se.";"14/06/2021 08:00";"64.000,00";"Concluído";"";"";""
"25/05/2021";"FMS";"018/2021";"Pregão Eletrônico";"Registro de Preços para futuro fornecimento de medicamentos veterinários e humanos, ambos para atender as necessidades do Centro de Zoonoses, unidade pertencente ao Fundo Municipal de Saúde do Município de Lagarto, tendo em vista itens fracassados e desertos do Pregão 12/2021, conforme especificações técnicas contidas no anexo I Termo de Referência. O certame será realizado através do site www.portaldecompraspublicas.com.br,";"10/06/2021 08:30";"123.579,80";"Concluído";"";"";""
"08/06/2021";"FMS";"008/2021";"Dispensa";"Contratação de pessoa física especializada em serviço de execução de parede e forro de gesso com fornecimento de material e aplicação para atender as demandas do Fundo Municipal de Saúde.";"08/06/2021 00:00";"14.875,00";"Concluído";"";"";""
"21/05/2021";"PML";"013/2021";"Pregão Presencial";"AVISO DE DE LICITAÇÃO
PREGÃO DE PRESENCIAL N°013.2021

A Comissão de Pregão Presencial da Prefeitura Municipal de Lagarto-SE, torna público, para conhecimento de todos, a realização de licitação, na modalidade acima especificada, e mediante informações a seguir: REGISTRO DE PREÇOS VISANDO EVENTUAL CONTRATAÇÃO DE SERVIÇOS DE PAVIMEENTAÇÃO EM ITERTRAVADO HEXAGONAL OU PARALELEPÍPEDO EM DIVERSAS RUAS DO MUNICÍPIO DE LAGARTO, para atender as necessidades da Secretaria de Obras, conforme especificações e quantidades estabelecidas neste termo de referência, em consonancia com a Lei nº. 10.520/02 e Decretos Municipal nº. 478 e 479/2017; O certame será realizado na sala de licitações da Prefeitura Municipial de Lagarto/SE localizada na praça Nossa Senhora da Piedade, nº13 – Centro Lagarto/SE para recebimento  dos envelopes contendo, credenciamento, propostas e documentos de habilitação às 09h00 do dia 02/06/2021(dois de junho de dois de mil e vinte e um), onde ocorrerá a sessão de disputa de preços
TIPO: MENOR PREÇO. 
A dotação ORÇAMENTÁRIA será por conta do orçamento do exercício de 2021
BASE LEGAL: Leis nº. 10.520/02, Decreto municipal  nº.478/2017 479/2017, e Lei  8.666/93, e demais alterações. 
PARECER JURÍDICO: Nº 035/2021
O Edital, e informações complementares, encontra-se à disposição dos interessados, no site do município e na sala de licitações, situada à Praça Nossa Senhora da Piedade, 13, Lagarto/SE, de Segunda-feira à Sexta-feira, em dias de expediente, no horário das 08:00h às 13:00h, pelos telefones: Fone/Fax: (79) 3631-5377 /3631-9601 ou através do e-mail:licitacao@lagarto.se.gov.br ou site: www.lagarto.se.gov.br licitação

Lagarto – Se, 11 de maio de 2021.
Andson Gois Dantas.
Pregoeiro
";"02/06/2021 09:00";"5.001.901,05";"Concluído";"";"";""
"17/05/2021";"PML";"011/2021";"Pregão Eletrônico";"contratação de empresa para fornecimento de equipamentos de aparelhos de ar condicionados, conforme especificações e quantidades estabelecidas neste termo de referência, especificações e quantidades estabelecidas neste termo de referência.";"27/05/2021 09:00";"98.746,73";"Em Andamento";"";"";""
"12/05/2021";"PML";"010/2021";"Pregão Presencial";"2.1	Registro de preços visando eventual Contratação de empresa para fornecimento de peça de poços artesianos, conforme especificações e quantidades estabelecidas neste termo de referência, em conformidade com a Lei nº. 10.520/02 e Decretos Municipal nº. 478 e 479/2017;";"25/05/2021 09:00";"937.634,65";"Concluído";"";"";""
"30/04/2021";"FMAS";"001/2021";"Chamada Pública";"Fornecimento parcelado de Hortifrutigranjeiros para atender as necessidades do Fundo de Assistência Social de Social, destinados à aquisição de gêneros alimentícios ao consumo de pessoas ou famílias em situações de insegurança alimentar e nutricional e o abastecimento da rede socioassistencial, conforme especificações constantes do Anexo II desta Chamada.";"24/05/2021 09:00";"93.273,50";"Concluído";"";"";""
"11/05/2021";"PML";"009/2021";"Pregão Presencial";"registrar preços para futuras aquisições de material tipo pedregulho ou piçarra de jazida, ao natural, para base de pavimentação  na jazida conforme especificações mínimas, e demais condições constantes no termo de referência, em conformidade com a Lei nº. 10.520/02 e Decretos Municipal nº. 478 e 479/2017 e 526/2017";"21/05/2021 09:00";"1.299.885,65";"Concluído";"";"";""
"07/05/2021";"FMS";"017/2021";"Pregão Eletrônico";"Registro de preços visando futuras contratações de empresa especializada no fornecimento de alimentação preparada (almoço tipo à la carte, quentinhas, refrigerantes, suco de fruta), para atender as demandas dos programas do Fundo de Municipal de Saúde de Lagarto, conforme especificação constante do Anexo I - Termo de Referência que integração o sistema de Registro de Preços, nos termos dos Decretos Municipais n°479/2017. 
O certame será realizado através do site www.portaldecompraspublicas.com.br,";"20/05/2021 08:30";"430.502,00";"Concluído";"";"";""
"17/05/2021";"PML";"012/2021";"Dispensa";"Contratação de inscrições do curso “Nova Lei de licitações - NLL” para os servidores lotados Controladoria Geral, Procuradoria Geral e Secretaria da Administração do município";"17/05/2021 09:00";"12.534,30";"Concluído";"";"";""
"26/04/2021";"FMS";"016/2021";"Pregão Eletrônico";"Registro de Preços para futuro fornecimento parcelado de medicamentos, para atender a farmácia básica e demais programas do Fundo Municipal de Saúde, conforme Anexo I - Termo de Referência, parte integrante do Edital. 
O certame será realizado através do site www.portaldecompraspublicas.com.br,";"10/05/2021 08:30";"3.708.783,50";"Concluído";"";"";""
"26/04/2021";"FMAS";"004/2021";"Pregão Presencial";"AQUISIÇÕES DE KITS CESTAS BÁSICAS PARA ATENDER AS NECESSIDADES DAS FAMÍLIAS ACOLHIDAS PELOS EQUIPAMENTOS DE EXECUÇÃO DOS NÍVEIS DE PROTEÇÃO SOCIAL BÁSICA E ESPECIAL, GARANTINDO O DIREITO BÁSICO DA ALIMENTAÇÃO NA SITUAÇÃO DE VULNERABILIDADE NO PERÍODO DE PANDEMIA, PÓS PANDEMIA OU QUALQUER RISCO SOCIAL DO INDIVÍDUO E SUA FAMÍLIA, atendendo as demandas do Fundo de Municipal de Assistência Social, conforme especificação constante do Anexo I - Termo de Referência, nos termos dos Decreto Municipal nº 478/2017.";"06/05/2021 09:30";"1.419.902,91";"Concluído";"";"";""
"15/04/2021";"FMS";"015/2021";"Pregão Eletrônico";"Registro de Preços para futuro fornecimento parcelado de produtos médico-hospitalar para atender as demandas dos programas do Fundo Municipal de Saúde, conforme Anexo I - Termo de Referência, parte integrante do Edital. 
O certame será realizado através do site www.portaldecompraspublicas.com.br,";"04/05/2021 08:30";"5.569.345,75";"Concluído";"";"";""
"12/04/2021";"FMS";"014/2021";"Pregão Eletrônico";"Registro de Preço para futuro e eventual fornecimento parcelado de Materiais de Laboratório, para atender as necessidades do Fundo Municipal de Saúde, conforme especificação constante no Anexo I – Termo de Referência";"29/04/2021 08:30";"148.966,09";"Concluído";"";"";""
"28/04/2021";"PML";"007/2021";"Dispensa";"Contratação e empresa especializada no fornecimento de materiais de construção para reforma do tiro de guerra ";"28/04/2021 08:00";"16.602,78";"Concluído";"";"";""
"09/04/2021";"FMS";"013/2021";"Pregão Eletrônico";"Registro de Preço para futuro e eventual fornecimento parcelado de Materiais Gráficos, para atender as necessidades do Fundo Municipal de Saúde, conforme especificação constante no Anexo I – Termo de Referência. O certame será realizado através do site www.portaldecompraspublicas.com.br,";"27/04/2021 08:30";"595.783,43";"Concluído";"";"";""
"22/04/2021";"PML";"009/2021";"Dispensa";"Locação de um imóvel situado na Travessa José Pereira dos Santos, nº 14, Povoado Brasília, neste município, para o funcionamento da Biblioteca Municipal do referido Povoado.";"22/04/2021 08:00";"9.600,00";"Concluído";"";"";""
"29/03/2021";"PML";"001/2021";"Chamada Pública";"Aquisição de gêneros alimentícios da agricultura familiar e empreendedor familiar rural para alimentação escolar, conforme especificações constantes do Anexo II desta Chamada.

";"19/04/2021 09:00";"631.989,18";"Concluído";"";"";""
